Identifier	Supplier Name	Country
2505331000189101	Alvizia Healthcare Private Limited		
1246201000189109	Laven Pharma India Private Limited		
1480221000189106	Albiorix Pharmaceuticals Private Limited		
1348711000189105	Cardeon Formulations Private Limited		
2677431000189101	Parisha Healthcare Private Limited		
2318431000189103	Assure Lifescience Private Limited		
100051000189109	Floreat Medica Private Limited	India	
10011000189104	Hetero Healthcare Limited	India	
100111000189106	Zodak Pharmaceuticals Private Limited		
10041000189103	American Biocare		
100451000189103	Optho Remedies Private Limited		
100681000189108	Intermed Pharma Private Limited		
100881000189109	Mac Laboratories Limited	India	
101001000189104	Ambit Health Care Private Limited		
10101000189100	Arbro Pharmaceuticals Private Limited		
101531000189104	Solvay Pharma India Limited		
101561000189106	Midas Healthcare Limited		
10181000189107	Symbiosis Pharmaceuticals Private Limited		
101811000189107	VGR Bio Laboratories	India	
10221000189100	Xieon Life Sciences Private Limited	India	
102311000189107	Hegde & Hegde Pharmaceutica Llp	India	
102581000189106	Will Impex Pharmachem Private Limited		
102731000189101	Hinglaj Laboratories Of India		
102831000189109	Kloster Pharmaceuticals		
103321000189106	Sungrace Pharma Private Limited		
103531000189103	Safemed Medical Supplies Company Limited		
103591000189102	World Wide Remedies		
103621000189104	Kavya Health Care Private Limited		
103771000189106	Winmac Laboratories Limited		
103801000189109	Mamta Pharmaceuticals Private Limited		
10381000189105	Solitaire Pharmacia Private Limited		
103831000189101	Yacca Pharmaceuticals Private Limited		
10441000189108	Apex Laboratories Private Limited	India	
10461000189109	Captab Biotec Limited		
104761000189100	Noel Pharma (India) Private Limited	India	
10491000189101	Emcure Pharmaceuticals Limited	India	
104951000189101	Reckitt Benckiser (India) Limited		
105001000189102	Dewcare Concept Private Limited		
10521000189103	ABL Lifecare Private Limited		
105291000189103	Neo Remedies		
10541000189107	Laborate Pharmaceuticals India Limited	Not Available	
105411000189108	Trends Pharma Private Limited	India	
105681000189102	Genpharma (International) Private Limited		
106001000189106	Syntho Pharmaceuticals Private Limited	India	
10621000189102	ABS Remedies Private Limited		
106381000189102	Mint Life Sciences Private Limited		
106431000189105	Core Healthcare (India) Private Limited		
10651000189109	Kamron Laboratories Limited	India	
106591000189107	Orley Laboratories Private Limited		
10681000189101	Lupin Laboratories Limited	India	
107171000189100	Quest Pharmaceuticals Private Limited		
107221000189105	Integra Life Sciences Private Limited		
107271000189109	Coral Pharmaceuticals Private Limited	India	
10731000189107	Indian Immunologicals Limited		
107371000189102	Unisearch Laboratories India Private Limited	India	
108311000189105	Serdia Pharmaceuticals India Private Limited	India	
108781000189100	Mefro Pharmaceuticals Private Limited		
109371000189107	Rexcel Pharmaceuticals Limited		
110011000189108	BDH Industries Limited		
110291000189105	Curex Pharmaceuticals Private Limited		
11051000189106	Miracalus Pharma Private Limited	India	
110681000189106	Cu-Card Pharma		
11081000189103	Marc Laboratories Limited	India	
11111000189108	Perk Pharmaceuticals Limited		
111251000189108	Paksons Pharmaceuticals Private Limited	India	
111411000189108	Bionova Lifesciences Private Limited		
11161000189105	Oasis Biotech Private Limited		
111651000189105	Cyno Pharmaceuticals Limited		
111861000189107	Hanburys Healthcare Private Limited		
112441000189103	Tosc International Private Limited		
11281000189107	Triton Health Care Private Limited	India	
113261000189105	Cytochem Healthcare (India) Private Limited		
11371000189103	Steadfast Medishield Private Limited		
11401000189101	Neon Laboratories Limited		
11451000189100	Cure Quick Pharmaceuticals Private Limited	India	
11481000189108	Sapient Laboratories Private Limited	India	
114981000189107	Datla Laboratories		
115341000189104	Nectar Remedies (India) Limited		
115371000189107	D.S. Pharmaceuticals Private Limited		
115441000189107	Alteus Biogenics Private Limited	India	
11571000189107	Orion Biotech Private Limited		
115771000189108	Almet Corporation Limited		
115821000189100	Uni Sankyo Limited		
115901000189101	Rhine Biogenics Private Limited	India	
116211000189102	Kontest Chemicals Limited		
11631000189106	Cadila Pharmaceuticals Limited	India	
11671000189108	Raptakos Brett and Company Limited	India	
116841000189100	Healthkind Labs Private Limited		
11741000189105	Franklin Laboratories India Private Limited		
117431000189106	Hindustan Antibiotics Limited		
117871000189106	Nordic Pharmaceuticals Limited		
11801000189104	Torrent Pharmaceuticals Limited		
118141000189107	Haryana Formulations Private Limited		
118321000189100	Walter Bushnell Pharaceuticals Private Limited		
11901000189109	Indoco Remedies Limited	India	
11951000189105	Euphoric Pharmaceuticals Private Limited		
119551000189107	Mac Organics Private Limited		
11981000189102	Acme Pharmaceutical	India	
12001000189102	Baroda Pharma Private Limited	India	
120081000189109	Unimark Remedies Limited	India	
12031000189105	MMC Health Care Limited		
12071000189107	Sifam Pharmaceuticals		
12101000189101	Prime Life Science Private Limited		
12131000189109	Orchid Chemicals & Pharmaceuticals Limited		
121601000189104	Agrawal Drugs Private Limited		
12161000189102	Edward Young Labs		
12181000189108	Race Pharmaceuticals Private Limited		
121921000189104	LEKAR PHARMA Limited		
122001000189103	Springer Biotech		
12211000189109	Jagsonpal Pharmaceuticals Limited	India	
122161000189103	Wens Drugs India Private Limited	India	
12251000189108	Invision Medi Sciences Private Limited		
12281000189100	Glaxosmithkline Asia Private Limited		
12301000189104	Johnlee Pharmaceuticals Private Limited		
12351000189103	Vensat Bio	India	
123621000189106	Elikem Pharmaceuticals Private Limited	India	
123671000189105	Parangat Organics		
123731000189101	Novagen Pharmaceuticals Private Limited		
12381000189106	Neocardiab Care		
123961000189105	Alive Pharmaceutical Private Limited		
12411000189108	Wockhardt Limited	India	
12441000189109	Vivid Biotek Private Limited	India	
12471000189101	Aurum Lifesciences Private Limited	India	
124911000189105	Kanad Labs Private Limited	India	
12501000189105	Accura Care Life Sciences Private Limited		
125031000189100	Glorious Healthcare Private Limited		
125411000189102	Docventures Pharmaceuticals Private Limited		
125491000189108	Doff Biotech Private Limited		
125631000189109	Human Life Care Private Limited		
125771000189100	Ravenbhel Pharmaceuticals Private Limited		
126111000189101	Helax Healthcare Private Limited		
126461000189107	Nortech Remedies		
126481000189101	Phytochem Pharmaceuticals Private Limited		
12671000189104	Ace Kinetics Health Care Private Limited		
126761000189103	Digmedi Private Limited	India	
126841000189108	Maitri Health Care Private Limited		
126971000189105	Bogs (India) Private Limited		
12741000189102	Swaraj Formulations Private Limited		
127981000189109	D.D. Pharmaceuticals Private Limited	India	
12801000189108	German Remedies Limited		
12851000189109	Elder Pharmaceuticals Limited	India	
12881000189101	Aristo Pharmaceuticals Private Limited	India	
12911000189101	Anthus Pharmaceuticals Private Limited	India	
129161000189105	Care Pharma (India) Limited		
12941000189100	AGIO Pharmaceuticals Limited		
12961000189104	Speciality Meditech Private Limited	India	
129701000189107	Genpax Pharma		
129871000189109	Ubit Pharmaceuticals Private Limited		
130101000189103	Pifer Pharmaceuticals Private Limited	India	
13011000189108	Bindlysh Biotec Limited		
13031000189103	Punjab Formulations Limited		
130571000189102	Mars Life Sciences Limited		
13061000189105	Wonder Healthcare Solutions India Private Limited	India	
13091000189102	Mankind Pharma Limited	India	
131031000189100	Aurel Biolife		
13111000189109	Meridian Enterprises Private Limited		
131241000189100	Dunamed Pharmaceuticals Private Limited		
131331000189103	Janssen Pharmaceuticals		
131491000189108	Unicure India Private Limited	India	
131511000189103	Uniphar Biotech Private Limited	India	
13211000189104	RPG Life Sciences Limited	India	
132241000189108	U S Vitamine India Limited		
132641000189105	Palsons Derma Private Limited	India	
132721000189109	Rishab Healthcare Private Limited		
132771000189108	Synchem Laboratories Private Limited	India	
133041000189107	Saibliss Drugs & Pharma		
13321000189103	Salud Care (India) Private Limited	India	
133261000189100	Nex Pharma Private Limited		
13351000189105	Micro Labs Limited	India	
133781000189104	Eclipser Pharmaceuticals		
13381000189102	Akums Drugs and Pharmaceuticals Limited	India	
13401000189102	Shreya Life Sciences Private Limited		
134221000189107	Moxy Laboratories Private Limited	India	
13451000189101	EG Pharma Private Limited		
134641000189101	Merion Care Private Limited		
134741000189106	Cyril Pharmaceuticals Private Limited		
13501000189103	Oyster Labs Limited	India	
13541000189100	Foregen Healthcare Limited	India	
13571000189108	Khandelwal Laboratories Private Limited		
13601000189104	Koye Pharmaceuticals Private Limited	India	
13641000189101	Neuron Pharma Private Limited	India	
13711000189105	Hos & Ins Pharma		
13731000189100	J B Chemicals and Pharmaceuticals Limited	India	
137371000189105	E Merck India Limited		
137501000189106	Assail Biotech		
137521000189100	Ecure Pharma		
137621000189104	Emenox Healthcare		
137651000189106	HLL Lifecare Limited		
138041000189104	RSM Kilitch Pharma Private Limited		
13821000189106	Medley Pharmaceuticals Limited	India	
138291000189103	Mars Therapeutics & Chemicals Limited	India	
138631000189101	Hands Pharmaceuticals		
13871000189105	Bharti Life Sciences Private Limited	India	
13891000189109	Epitome Life Sciences	Not Available	
139061000189106	H.L.Healthcare Private Limited		
13921000189104	Serene Life Sciences Private Limited		
139301000189105	Genix Pharma Private Limited		
139401000189103	Endocard India Private Limited	India	
13951000189106	Maronix International Company Limited		
140061000189101	Signity Pharmaceuticals Private Limited		
140151000189103	Adventure Life Sciences Private Limited		
140211000189107	Edifice Laboratories		
14061000189107	Apple Biotech Private Limited		
141051000189105	Klarvoyant Biogenics Private Limited		
14131000189101	Zenith Healthcare Limited		
14161000189108	Tanpal Nutraceuticals		
14201000189103	Nulife Pharmaceuticals Private Limited	India	
14231000189106	Alliaance Biotech Labs Limited		
142891000189103	Esmatrix Life Sciences Private Limited	India	
14301000189106	Venus Remedies Limited	India	
14331000189103	Bajaj Pharmaceuticals Private Limited		
14361000189105	Abbott Healthcare Private Limited	India	
143651000189102	LG Life Sciences India Private Limited		
14381000189104	Piramal Healthcare Private Limited (AMAL)	India	
143851000189103	Ester Formulations		
144351000189106	Summit Pharmaceuticals (India)		
144471000189108	Syntonic Lifescieneces	India	
144641000189102	Profess Health Products Private Limited		
144751000189105	Alchem International Private Limited		
14481000189106	Rapross Pharmaceuticals Private Limited	India	
14511000189103	Lanark Laboratories Private Limited		
145161000189106	Agnes Life Sciences		
14531000189108	Macsys LifeSciences	India	
146271000189102	Udik Pharmaceuticals Private Limited		
14641000189103	Suvik Hitek Private Limited		
146821000189102	Systole Remedies Private Limited		
14691000189105	Shield Health Care Private Limited	India	
14721000189104	Psychotropics India Limited		
14781000189103	Servocare Lifesciences Private Limited		
148351000189104	NK Pharma Private limited		
14841000189104	Samarth Life Sciences Private Limited	India	
148731000189109	Quality Pharma Products Private Limited		
149081000189101	Varun Life Sciences Private Limited		
149161000189108	Thrift Pharmaceuticals Private Limited	India	
14941000189105	Tulip Lab Private Limited		
14991000189103	Misha Biotech Private Limited		
150071000189108	Skymax Lifescience Private Limited		
15021000189101	Sozin Flora Pharma Llp		
15051000189108	Systacare Remedies		
150571000189101	Grifols India Healthcare Private Limited		
15101000189108	Synokem Pharmaceuticals Limited	India	
15151000189109	Systemic Healthcare		
151741000189107	SKN Organics Private Limited	India	
15181000189101	Sanofi India Limited		
151831000189109	Medicowin Remedies Private Limited		
15211000189100	Alembic Pharmaceuticals Limited		
15231000189105	Bactolac Formulations Private Limited		
152501000189107	Feron Life Sciences Private Limited		
15261000189103	Capri Pharmaceuticals Private Limited		
152881000189103	Forgo Pharmaceuticals Private Limited		
15291000189106	Chemo Biological		
15311000189107	Lifecare Innovations Private Limited		
153181000189102	Syndicate Life Sciences Private Limited		
15341000189108	Alde Medi Impex Limited		
153571000189105	Aaltramed Health Care Private Limited		
153731000189102	Cutigen Incoporation		
15391000189101	Dial Pharmaceuticals Private Limited	India	
154051000189106	Swati Spentose Private Limited		
15421000189109	Medico Healthcare Limited	India	
15441000189100	Zuventus Healthcare Limited	India	
15471000189108	Finesse Pharmaceuticals Private Limited		
15511000189102	Zenon Healthcare Limited		
155201000189104	Unireach Healthcare Private Limited		
15561000189100	Sipra Labs Limited		
155891000189107	Drakt Pharmaceuticals Private Limited	India	
15621000189106	Impact Pharmaceuticals Private Limited		
15651000189104	Lexus India Limited		
